timestamp,solar_pv,wind,hydro,demand_mwh
2030-01-02 07:00:00,0.0,0.589,0.25,2453.2286609945463
2030-01-02 08:00:00,0.0,0.588,0.25,2890.52846556593
2030-01-02 09:00:00,0.0,0.574,0.25,3179.949896170685
2030-01-02 10:00:00,0.0,0.564,0.25,3329.5516125351082
2030-01-02 11:00:00,0.0,0.584,0.25,3446.3082301265003
2030-01-02 12:00:00,0.122,0.538,0.25,3295.579162357161
2030-01-02 13:00:00,0.356,0.637,0.25,3119.8482258046743
2030-01-02 14:00:00,0.529,0.864,0.25,3032.9379862547053
2030-01-02 15:00:00,0.64,0.874,0.25,3000.3941603940316
2030-01-02 16:00:00,0.699,0.824,0.25,3030.4679523404016
2030-01-02 17:00:00,0.71,0.735,0.25,3202.094674640434
2030-01-02 18:00:00,0.672,0.621,0.25,3621.688916993425
2030-01-02 19:00:00,0.585,0.497,0.25,4149.6321079425725
2030-01-02 20:00:00,0.443,0.388,0.25,4350.214324438509
2030-01-02 21:00:00,0.234,0.352,0.25,4128.233717965013
2030-01-02 22:00:00,0.01,0.413,0.25,3536.2340866621425
2030-01-02 23:00:00,0.0,0.589,0.25,2581.961159854147
2030-01-03 00:00:00,0.0,0.688,0.25,1765.298245688212
2030-01-03 01:00:00,0.0,0.692,0.25,1624.9016978452369
2030-01-03 02:00:00,0.0,0.663,0.25,1529.5471580932638
2030-01-03 03:00:00,0.0,0.645,0.25,1496.7369437608215
2030-01-03 04:00:00,0.0,0.642,0.25,1499.6207977855988
2030-01-03 05:00:00,0.0,0.627,0.25,1602.8689411006494
2030-01-03 06:00:00,0.0,0.668,0.25,1889.9345746268973
2030-01-03 07:00:00,0.0,0.667,0.25,2451.379259520295
2030-01-03 08:00:00,0.0,0.634,0.25,2871.3922253380238
2030-01-03 09:00:00,0.0,0.586,0.25,3167.8778051037375
2030-01-03 10:00:00,0.0,0.547,0.25,3384.5481646971957
2030-01-03 11:00:00,0.0,0.516,0.25,3469.705344116182
2030-01-03 12:00:00,0.124,0.427,0.25,3369.1519401587384
2030-01-03 13:00:00,0.357,0.614,0.25,3147.61970431602
2030-01-03 14:00:00,0.531,0.635,0.25,3045.382682331067
2030-01-03 15:00:00,0.643,0.49,0.25,2978.3904977002226
2030-01-03 16:00:00,0.703,0.325,0.25,3027.7778168482137
2030-01-03 17:00:00,0.713,0.193,0.25,3229.75455885134
2030-01-03 18:00:00,0.676,0.12,0.25,3682.95092571604
2030-01-03 19:00:00,0.59,0.09,0.25,4238.966346961747
2030-01-03 20:00:00,0.452,0.085,0.25,4445.167189585961
2030-01-03 21:00:00,0.251,0.091,0.25,4204.917280494581
2030-01-03 22:00:00,0.024,0.123,0.25,3568.7393179663673
2030-01-03 23:00:00,0.0,0.178,0.25,2597.758502199239
2030-01-04 00:00:00,0.0,0.264,0.25,1805.7524842451182
2030-01-04 01:00:00,0.0,0.337,0.25,1624.9498258285619
2030-01-04 02:00:00,0.0,0.366,0.25,1545.9686076010871
2030-01-04 03:00:00,0.0,0.366,0.25,1486.981362928078
2030-01-04 04:00:00,0.0,0.357,0.25,1510.2527386175657
2030-01-04 05:00:00,0.0,0.354,0.25,1591.3389033343399
2030-01-04 06:00:00,0.0,0.351,0.25,1830.8637723509232
2030-01-04 07:00:00,0.0,0.354,0.25,2398.8466087632487
2030-01-04 08:00:00,0.0,0.363,0.25,2840.0874289519984
2030-01-04 09:00:00,0.0,0.336,0.25,3219.5316473556295
2030-01-04 10:00:00,0.0,0.282,0.25,3391.701559567698
2030-01-04 11:00:00,0.0,0.225,0.25,3454.1427458455337
2030-01-04 12:00:00,0.11,0.165,0.25,3321.2019293404846
2030-01-04 13:00:00,0.34,0.132,0.25,3176.8456708671365
2030-01-04 14:00:00,0.514,0.089,0.25,3112.0783870838304
2030-01-04 15:00:00,0.625,0.049,0.25,3022.600254068705
2030-01-04 16:00:00,0.678,0.055,0.25,3014.535381328798
2030-01-04 17:00:00,0.679,0.089,0.25,3186.9414344806823
2030-01-04 18:00:00,0.644,0.123,0.25,3665.8098533853
2030-01-04 19:00:00,0.562,0.131,0.25,4212.923701488363
2030-01-04 20:00:00,0.437,0.108,0.25,4422.129734194778
2030-01-04 21:00:00,0.246,0.08,0.25,4162.897354495443
2030-01-04 22:00:00,0.024,0.082,0.25,3487.631614316844
2030-01-04 23:00:00,0.0,0.093,0.25,2539.203258954272
2030-01-05 00:00:00,0.0,0.081,0.25,1670.936121211512
2030-01-05 01:00:00,0.0,0.063,0.25,1554.1800362316264
2030-01-05 02:00:00,0.0,0.041,0.25,1460.2045600742974
2030-01-05 03:00:00,0.0,0.023,0.25,1400.1342990731366
2030-01-05 04:00:00,0.0,0.01,0.25,1396.1161072695218
2030-01-05 05:00:00,0.0,0.004,0.25,1438.692369871311
2030-01-05 06:00:00,0.0,0.001,0.25,1575.992064853596
2030-01-05 07:00:00,0.0,0.0,0.25,1841.8700981687236
2030-01-05 08:00:00,0.0,0.0,0.25,2203.7146257823547
2030-01-05 09:00:00,0.0,0.0,0.25,2512.5630616826247
2030-01-05 10:00:00,0.0,0.0,0.25,2787.9077065231118
2030-01-05 11:00:00,0.0,0.0,0.25,2964.921044934936
2030-01-05 12:00:00,0.125,0.0,0.25,3015.446365584357
2030-01-05 13:00:00,0.355,0.0,0.25,2842.2816977463312
2030-01-05 14:00:00,0.524,0.001,0.25,2705.9051854129225
2030-01-05 15:00:00,0.628,0.003,0.25,2621.0011128479105
2030-01-05 16:00:00,0.686,0.005,0.25,2698.5440090046386
2030-01-05 17:00:00,0.697,0.012,0.25,2920.2433268352547
2030-01-05 18:00:00,0.658,0.024,0.25,3509.8433578234694
2030-01-05 19:00:00,0.555,0.036,0.25,4072.037154088221
2030-01-05 20:00:00,0.37,0.046,0.25,4397.3329464756025
2030-01-05 21:00:00,0.118,0.057,0.25,4201.037347858548
2030-01-05 22:00:00,0.002,0.075,0.25,3467.3690933961147
2030-01-05 23:00:00,0.0,0.075,0.25,2476.7283575097904
2030-01-06 00:00:00,0.0,0.054,0.25,1688.1944191250932
2030-01-06 01:00:00,0.0,0.032,0.25,1561.6344313895306
2030-01-06 02:00:00,0.0,0.021,0.25,1451.0556199097366
2030-01-06 03:00:00,0.0,0.019,0.25,1421.2053733805524
2030-01-06 04:00:00,0.0,0.04,0.25,1428.6390996887978
2030-01-06 05:00:00,0.0,0.092,0.25,1477.287253078738
2030-01-06 06:00:00,0.0,0.164,0.25,1599.3425489334077
2030-01-06 07:00:00,0.0,0.249,0.25,1840.0008345807828
2030-01-06 08:00:00,0.0,0.339,0.25,2197.659593153713
2030-01-06 09:00:00,0.0,0.367,0.25,2445.1209519548847
2030-01-06 10:00:00,0.0,0.361,0.25,2706.529727530571
2030-01-06 11:00:00,0.0,0.362,0.25,2870.266795161114
2030-01-06 12:00:00,0.078,0.31,0.25,2997.841338423446
2030-01-06 13:00:00,0.274,0.276,0.25,2846.643554820322
2030-01-06 14:00:00,0.422,0.247,0.25,2763.0262976771946
2030-01-06 15:00:00,0.472,0.198,0.25,2651.655622729762
2030-01-06 16:00:00,0.479,0.142,0.25,2662.2263882083275
2030-01-06 17:00:00,0.409,0.094,0.25,2869.961199393163
2030-01-06 18:00:00,0.369,0.058,0.25,3433.6563980870537
2030-01-06 19:00:00,0.306,0.04,0.25,4064.8641090932665
2030-01-06 20:00:00,0.209,0.037,0.25,4432.8889883729435
2030-01-06 21:00:00,0.101,0.045,0.25,4200.692343916405
2030-01-06 22:00:00,0.004,0.103,0.25,3448.004313505943
2030-01-06 23:00:00,0.0,0.211,0.25,2414.2974054094066
2030-01-07 00:00:00,0.0,0.292,0.25,1784.0396585990052
2030-01-07 01:00:00,0.0,0.317,0.25,1634.7238376092673
2030-01-07 02:00:00,0.0,0.318,0.25,1530.0473249148556
2030-01-07 03:00:00,0.0,0.338,0.25,1483.7257073449066
2030-01-07 04:00:00,0.0,0.369,0.25,1499.1073619723243
2030-01-07 05:00:00,0.0,0.402,0.25,1603.9696003591023
2030-01-07 06:00:00,0.0,0.439,0.25,1869.1240297532536
2030-01-07 07:00:00,0.0,0.48,0.25,2431.814272496406
2030-01-07 08:00:00,0.0,0.518,0.25,2873.612670778897
2030-01-07 09:00:00,0.0,0.54,0.25,3181.9452239866346
2030-01-07 10:00:00,0.0,0.566,0.25,3357.9505400631247
2030-01-07 11:00:00,0.0,0.582,0.25,3483.8958919594193
2030-01-07 12:00:00,0.082,0.557,0.25,3398.616898133841
2030-01-07 13:00:00,0.283,0.625,0.25,3209.6143100173235
2030-01-07 14:00:00,0.478,0.706,0.25,3095.4939784507683
2030-01-07 15:00:00,0.593,0.668,0.25,2978.0011111939666
2030-01-07 16:00:00,0.657,0.599,0.25,3017.677987812028
2030-01-07 17:00:00,0.673,0.549,0.25,3205.8492527461294
2030-01-07 18:00:00,0.637,0.525,0.25,3654.830437667149
2030-01-07 19:00:00,0.55,0.534,0.25,4239.1941516521765
2030-01-07 20:00:00,0.412,0.564,0.25,4440.313416894377
2030-01-07 21:00:00,0.219,0.602,0.25,4264.3244807520305
2030-01-07 22:00:00,0.017,0.62,0.25,3613.033404433433
2030-01-07 23:00:00,0.0,0.572,0.25,2608.1906667369076
2030-01-08 00:00:00,0.0,0.536,0.25,1780.1622799400523
2030-01-08 01:00:00,0.0,0.501,0.25,1616.2449115452773
2030-01-08 02:00:00,0.0,0.472,0.25,1522.992135831824
2030-01-08 03:00:00,0.0,0.476,0.25,1486.2630786633408
2030-01-08 04:00:00,0.0,0.488,0.25,1498.6036803541112
2030-01-08 05:00:00,0.0,0.501,0.25,1598.3563962789533
2030-01-08 06:00:00,0.0,0.512,0.25,1875.9505125956741
2030-01-08 07:00:00,0.0,0.491,0.25,2451.2789130305596
2030-01-08 08:00:00,0.0,0.475,0.25,2919.5265057926345
2030-01-08 09:00:00,0.0,0.473,0.25,3210.751972347189
2030-01-08 10:00:00,0.0,0.441,0.25,3449.8071077157488
2030-01-08 11:00:00,0.0,0.429,0.25,3521.546894343566
2030-01-08 12:00:00,0.077,0.368,0.25,3417.9701634442804
2030-01-08 13:00:00,0.279,0.47,0.25,3157.574302227823
2030-01-08 14:00:00,0.515,0.567,0.25,3066.907644024939
2030-01-08 15:00:00,0.633,0.547,0.25,2991.990557107477
2030-01-08 16:00:00,0.687,0.496,0.25,3027.786859659172
2030-01-08 17:00:00,0.7,0.461,0.25,3205.695869488328
2030-01-08 18:00:00,0.663,0.452,0.25,3654.5743599068674
2030-01-08 19:00:00,0.578,0.481,0.25,4190.227410465704
2030-01-08 20:00:00,0.428,0.517,0.25,4352.131362297861
2030-01-08 21:00:00,0.236,0.551,0.25,4124.054773212167
2030-01-08 22:00:00,0.021,0.571,0.25,3513.0738617284314
2030-01-08 23:00:00,0.0,0.561,0.25,2576.5535823492246
2030-01-09 00:00:00,0.0,0.483,0.25,1767.5049425090604
2030-01-09 01:00:00,0.0,0.448,0.25,1627.486550557843
2030-01-09 02:00:00,0.0,0.437,0.25,1541.2817614790545
2030-01-09 03:00:00,0.0,0.402,0.25,1500.8739326196983
2030-01-09 04:00:00,0.0,0.374,0.25,1500.6788378944693
2030-01-09 05:00:00,0.0,0.354,0.25,1585.4810090011715
2030-01-09 06:00:00,0.0,0.337,0.25,1846.5182111491106
2030-01-09 07:00:00,0.0,0.319,0.25,2421.369672344436
2030-01-09 08:00:00,0.0,0.312,0.25,2871.2532664177174
2030-01-09 09:00:00,0.0,0.3,0.25,3227.73443064128
2030-01-09 10:00:00,0.0,0.278,0.25,3422.6538892538924
2030-01-09 11:00:00,0.0,0.243,0.25,3468.130681111276
2030-01-09 12:00:00,0.137,0.172,0.25,3333.907154046328
2030-01-09 13:00:00,0.364,0.149,0.25,3146.997714808218
2030-01-09 14:00:00,0.535,0.183,0.25,3098.63022697754
2030-01-09 15:00:00,0.645,0.228,0.25,3039.235520003491
2030-01-09 16:00:00,0.703,0.247,0.25,3106.173529377372
2030-01-09 17:00:00,0.712,0.217,0.25,3290.102227140297
2030-01-09 18:00:00,0.674,0.145,0.25,3762.067572442099
2030-01-09 19:00:00,0.592,0.102,0.25,4277.275646418439
2030-01-09 20:00:00,0.447,0.101,0.25,4504.769615359619
2030-01-09 21:00:00,0.215,0.144,0.25,4238.881310762995
2030-01-09 22:00:00,0.02,0.25,0.25,3564.982605759776
2030-01-09 23:00:00,0.0,0.351,0.25,2560.249933105357
2030-01-10 00:00:00,0.0,0.308,0.25,1766.615102901856
2030-01-10 01:00:00,0.0,0.242,0.25,1620.5403595526386
2030-01-10 02:00:00,0.0,0.185,0.25,1541.7662220280904
2030-01-10 03:00:00,0.0,0.128,0.25,1523.3008914472373
2030-01-10 04:00:00,0.0,0.085,0.25,1509.443766793245
2030-01-10 05:00:00,0.0,0.063,0.25,1604.6516056665546
2030-01-10 06:00:00,0.0,0.063,0.25,1823.4451274917533
2030-01-10 07:00:00,0.0,0.082,0.25,2410.47862313795
2030-01-10 08:00:00,0.0,0.106,0.25,2856.4671866341096
2030-01-10 09:00:00,0.0,0.129,0.25,3199.697516482359
2030-01-10 10:00:00,0.0,0.172,0.25,3363.8794457694485
2030-01-10 11:00:00,0.0,0.215,0.25,3410.8967281893065
2030-01-10 12:00:00,0.104,0.179,0.25,3337.2299280997267
2030-01-10 13:00:00,0.316,0.205,0.25,3168.962776817612
2030-01-10 14:00:00,0.47,0.207,0.25,3100.17227567702
2030-01-10 15:00:00,0.614,0.195,0.25,2998.880438152274
2030-01-10 16:00:00,0.679,0.177,0.25,3000.4601080536722
2030-01-10 17:00:00,0.696,0.163,0.25,3217.8876619787156
2030-01-10 18:00:00,0.661,0.165,0.25,3679.04518362634
2030-01-10 19:00:00,0.571,0.184,0.25,4223.8242236542055
2030-01-10 20:00:00,0.38,0.239,0.25,4388.398765448675
2030-01-10 21:00:00,0.219,0.35,0.25,4132.675454314919
2030-01-10 22:00:00,0.022,0.503,0.25,3548.0421347534807
2030-01-10 23:00:00,0.0,0.593,0.25,2555.584331583956
2030-01-11 00:00:00,0.0,0.623,0.25,1768.9255834464482
2030-01-11 01:00:00,0.0,0.544,0.25,1632.4647072679684
2030-01-11 02:00:00,0.0,0.452,0.25,1561.3409339531345
2030-01-11 03:00:00,0.0,0.378,0.25,1505.8456572290643
2030-01-11 04:00:00,0.0,0.311,0.25,1497.4276218069606
2030-01-11 05:00:00,0.0,0.265,0.25,1571.2768003090644
2030-01-11 06:00:00,0.0,0.24,0.25,1839.931552939805
2030-01-11 07:00:00,0.0,0.233,0.25,2443.4977219523325
2030-01-11 08:00:00,0.0,0.231,0.25,2904.6385590777077
2030-01-11 09:00:00,0.0,0.208,0.25,3204.5444440867795
2030-01-11 10:00:00,0.0,0.19,0.25,3363.5762631049884
2030-01-11 11:00:00,0.0,0.188,0.25,3491.594066268751
2030-01-11 12:00:00,0.142,0.164,0.25,3453.4704797987597
2030-01-11 13:00:00,0.374,0.118,0.25,3219.95457719667
2030-01-11 14:00:00,0.548,0.096,0.25,3076.702439401563
2030-01-11 15:00:00,0.663,0.07,0.25,2993.498503651856
2030-01-11 16:00:00,0.721,0.051,0.25,3009.7772816061083
2030-01-11 17:00:00,0.731,0.041,0.25,3206.53009781354
2030-01-11 18:00:00,0.693,0.044,0.25,3639.976194489363
2030-01-11 19:00:00,0.606,0.061,0.25,4210.902286133524
2030-01-11 20:00:00,0.462,0.097,0.25,4417.683638714083
2030-01-11 21:00:00,0.257,0.187,0.25,4084.2810124903103
2030-01-11 22:00:00,0.025,0.409,0.25,3437.095103330411
2030-01-11 23:00:00,0.0,0.636,0.25,2488.5917857184622
2030-01-12 00:00:00,0.0,0.689,0.25,1652.7982453362906
2030-01-12 01:00:00,0.0,0.681,0.25,1549.7389947058498
2030-01-12 02:00:00,0.0,0.655,0.25,1449.7215751121867
2030-01-12 03:00:00,0.0,0.63,0.25,1413.413829277122
2030-01-12 04:00:00,0.0,0.613,0.25,1399.2414826400718
2030-01-12 05:00:00,0.0,0.603,0.25,1470.9142469499798
2030-01-12 06:00:00,0.0,0.596,0.25,1594.0606955260448
2030-01-12 07:00:00,0.0,0.564,0.25,1872.5261106292191
2030-01-12 08:00:00,0.0,0.548,0.25,2208.095007272702
2030-01-12 09:00:00,0.0,0.551,0.25,2480.5705144547424
2030-01-12 10:00:00,0.0,0.564,0.25,2733.5266322662874
2030-01-12 11:00:00,0.0,0.606,0.25,2913.5587554895606
2030-01-12 12:00:00,0.121,0.561,0.25,3009.4952797177802
2030-01-12 13:00:00,0.352,0.633,0.25,2869.2028674922904
2030-01-12 14:00:00,0.523,0.707,0.25,2726.092514626999
2030-01-12 15:00:00,0.646,0.648,0.25,2650.784089854884
2030-01-12 16:00:00,0.702,0.557,0.25,2661.2657727875758
2030-01-12 17:00:00,0.705,0.468,0.25,2920.829048230192
2030-01-12 18:00:00,0.677,0.402,0.25,3473.9082018274544
2030-01-12 19:00:00,0.559,0.348,0.25,4137.340840868753
2030-01-12 20:00:00,0.435,0.318,0.25,4392.760741405944
2030-01-12 21:00:00,0.21,0.333,0.25,4203.5513527287485
2030-01-12 22:00:00,0.015,0.425,0.25,3415.8015689076683
2030-01-12 23:00:00,0.0,0.554,0.25,2444.800992977403
2030-01-13 00:00:00,0.0,0.599,0.25,1683.8575562624221
2030-01-13 01:00:00,0.0,0.603,0.25,1542.7001828323848
2030-01-13 02:00:00,0.0,0.584,0.25,1447.0128872346709
2030-01-13 03:00:00,0.0,0.561,0.25,1403.478615995285
2030-01-13 04:00:00,0.0,0.538,0.25,1413.4611213684695
2030-01-13 05:00:00,0.0,0.505,0.25,1465.9046919566943
2030-01-13 06:00:00,0.0,0.478,0.25,1598.0693743655506
2030-01-13 07:00:00,0.0,0.458,0.25,1865.0335928963007
2030-01-13 08:00:00,0.0,0.442,0.25,2219.544953472142
2030-01-13 09:00:00,0.0,0.402,0.25,2510.75968644764
2030-01-13 10:00:00,0.0,0.375,0.25,2774.83307566949
2030-01-13 11:00:00,0.0,0.354,0.25,2931.7362552067193
2030-01-13 12:00:00,0.132,0.272,0.25,2993.040156769862
2030-01-13 13:00:00,0.358,0.267,0.25,2863.249944206924
2030-01-13 14:00:00,0.528,0.237,0.25,2757.4195770373253
2030-01-13 15:00:00,0.64,0.136,0.25,2678.0134983849807
2030-01-13 16:00:00,0.696,0.079,0.25,2666.8657903187645
2030-01-13 17:00:00,0.704,0.049,0.25,2901.896889212375
2030-01-13 18:00:00,0.653,0.032,0.25,3469.148327696058
2030-01-13 19:00:00,0.573,0.03,0.25,4103.477115858253
2030-01-13 20:00:00,0.43,0.044,0.25,4416.65596293814
2030-01-13 21:00:00,0.203,0.094,0.25,4206.298905576942
2030-01-13 22:00:00,0.012,0.223,0.25,3466.2838632100156
2030-01-13 23:00:00,0.0,0.357,0.25,2460.8434466084877
2030-01-14 00:00:00,0.0,0.375,0.25,1801.8694367737728
2030-01-14 01:00:00,0.0,0.361,0.25,1668.9848357452684
2030-01-14 02:00:00,0.0,0.333,0.25,1570.4658867945714
2030-01-14 03:00:00,0.0,0.303,0.25,1524.2762383481074
2030-01-14 04:00:00,0.0,0.272,0.25,1508.0742258743226
2030-01-14 05:00:00,0.0,0.244,0.25,1600.003282433065
2030-01-14 06:00:00,0.0,0.221,0.25,1856.6110574724462
2030-01-14 07:00:00,0.0,0.206,0.25,2437.8826259167636
2030-01-14 08:00:00,0.0,0.184,0.25,2886.3290031305987
2030-01-14 09:00:00,0.0,0.168,0.25,3182.5531964888955
2030-01-14 10:00:00,0.0,0.165,0.25,3404.087571717961
2030-01-14 11:00:00,0.0,0.165,0.25,3456.8347021816244
2030-01-14 12:00:00,0.116,0.13,0.25,3359.3224588917155
2030-01-14 13:00:00,0.329,0.106,0.25,3162.6767774407567
2030-01-14 14:00:00,0.536,0.098,0.25,3111.9377691859186
2030-01-14 15:00:00,0.649,0.086,0.25,3059.892818837082
2030-01-14 16:00:00,0.707,0.07,0.25,3049.268293253217
2030-01-14 17:00:00,0.716,0.058,0.25,3211.5661048276415
2030-01-14 18:00:00,0.677,0.051,0.25,3620.823802878018
2030-01-14 19:00:00,0.588,0.052,0.25,4179.375625980788
2030-01-14 20:00:00,0.443,0.06,0.25,4379.732512697357
2030-01-14 21:00:00,0.223,0.09,0.25,4213.206493229288
2030-01-14 22:00:00,0.02,0.19,0.25,3542.70509170577
2030-01-14 23:00:00,0.0,0.307,0.25,2565.923784547144
2030-01-15 00:00:00,0.0,0.317,0.25,1754.307540596905
2030-01-15 01:00:00,0.0,0.33,0.25,1628.8452764009664
2030-01-15 02:00:00,0.0,0.299,0.25,1543.5017353070302
2030-01-15 03:00:00,0.0,0.239,0.25,1494.3795288527078
2030-01-15 04:00:00,0.0,0.205,0.25,1492.6824192370468
2030-01-15 05:00:00,0.0,0.184,0.25,1589.0734921356552
2030-01-15 06:00:00,0.0,0.178,0.25,1857.8244151150852
2030-01-15 07:00:00,0.0,0.183,0.25,2421.271685815831
2030-01-15 08:00:00,0.0,0.19,0.25,2861.25528480789
2030-01-15 09:00:00,0.0,0.183,0.25,3149.4054607221456
2030-01-15 10:00:00,0.0,0.182,0.25,3303.3828442934373
2030-01-15 11:00:00,0.0,0.18,0.25,3368.4483854283208
2030-01-15 12:00:00,0.101,0.138,0.25,3309.7517918726608
2030-01-15 13:00:00,0.316,0.11,0.25,3172.043718034923
2030-01-15 14:00:00,0.526,0.082,0.25,3129.222426125989
2030-01-15 15:00:00,0.634,0.047,0.25,3061.297281647362
2030-01-15 16:00:00,0.704,0.022,0.25,3051.8543910280932
2030-01-15 17:00:00,0.714,0.009,0.25,3199.6424361023296
2030-01-15 18:00:00,0.668,0.005,0.25,3599.0501192837664
2030-01-15 19:00:00,0.574,0.003,0.25,4173.593724809276
2030-01-15 20:00:00,0.434,0.002,0.25,4385.304022598902
2030-01-15 21:00:00,0.23,0.001,0.25,4203.1699211158975
2030-01-15 22:00:00,0.017,0.008,0.25,3520.4303835851842
2030-01-15 23:00:00,0.0,0.063,0.25,2566.1336560053487
2030-01-16 00:00:00,0.0,0.12,0.25,1784.0221393506456
2030-01-16 01:00:00,0.0,0.152,0.25,1658.060692888017
2030-01-16 02:00:00,0.0,0.207,0.25,1567.2215047965894
2030-01-16 03:00:00,0.0,0.251,0.25,1513.994562365625
2030-01-16 04:00:00,0.0,0.233,0.25,1511.0618940578174
2030-01-16 05:00:00,0.0,0.19,0.25,1598.0620272488509
2030-01-16 06:00:00,0.0,0.165,0.25,1856.0128625369853
2030-01-16 07:00:00,0.0,0.137,0.25,2438.585675386218
2030-01-16 08:00:00,0.0,0.119,0.25,2862.8500726148563
2030-01-16 09:00:00,0.0,0.116,0.25,3171.410075860653
2030-01-16 10:00:00,0.0,0.137,0.25,3356.572579567023
2030-01-16 11:00:00,0.0,0.147,0.25,3496.068841353427
2030-01-16 12:00:00,0.082,0.097,0.25,3427.3783208408845
2030-01-16 13:00:00,0.321,0.064,0.25,3282.137605752947
2030-01-16 14:00:00,0.52,0.041,0.25,3145.1663426751484
2030-01-16 15:00:00,0.626,0.026,0.25,3053.5606477944375
2030-01-16 16:00:00,0.679,0.018,0.25,3014.05519559073
2030-01-16 17:00:00,0.694,0.007,0.25,3254.147261016928
2030-01-16 18:00:00,0.657,0.001,0.25,3665.467809150797
2030-01-16 19:00:00,0.557,0.0,0.25,4217.914122361334
2030-01-16 20:00:00,0.383,0.0,0.25,4357.648212975599
2030-01-16 21:00:00,0.154,0.01,0.25,4102.905092205749
2030-01-16 22:00:00,0.006,0.076,0.25,3462.4857991025638
2030-01-16 23:00:00,0.0,0.192,0.25,2507.569713033254
2030-01-17 00:00:00,0.0,0.284,0.25,1756.1885549869241
2030-01-17 01:00:00,0.0,0.309,0.25,1633.9410081139008
2030-01-17 02:00:00,0.0,0.299,0.25,1572.8228070688037
2030-01-17 03:00:00,0.0,0.287,0.25,1535.9073752402169
2030-01-17 04:00:00,0.0,0.273,0.25,1526.6954453784247
2030-01-17 05:00:00,0.0,0.262,0.25,1587.0420810239348
2030-01-17 06:00:00,0.0,0.247,0.25,1845.8695942691743
2030-01-17 07:00:00,0.0,0.238,0.25,2405.152574955624
2030-01-17 08:00:00,0.0,0.244,0.25,2894.785719081429
2030-01-17 09:00:00,0.0,0.265,0.25,3221.13129017311
2030-01-17 10:00:00,0.0,0.278,0.25,3419.159128787602
2030-01-17 11:00:00,0.0,0.325,0.25,3427.5956149387184
2030-01-17 12:00:00,0.11,0.316,0.25,3343.6183741258715
2030-01-17 13:00:00,0.339,0.385,0.25,3175.16910430938
2030-01-17 14:00:00,0.476,0.388,0.25,3147.8923743083897
2030-01-17 15:00:00,0.5,0.347,0.25,2998.8239830994985
2030-01-17 16:00:00,0.511,0.303,0.25,2989.1005392936268
2030-01-17 17:00:00,0.623,0.274,0.25,3138.756465835276
2030-01-17 18:00:00,0.659,0.262,0.25,3614.390936171451
2030-01-17 19:00:00,0.569,0.27,0.25,4191.5875225522905
2030-01-17 20:00:00,0.44,0.298,0.25,4430.412374019165
2030-01-17 21:00:00,0.239,0.389,0.25,4177.662608773557
2030-01-17 22:00:00,0.02,0.519,0.25,3525.2913053949756
2030-01-17 23:00:00,0.0,0.535,0.25,2547.2395698690457
2030-01-18 00:00:00,0.0,0.525,0.25,1775.380733579262
2030-01-18 01:00:00,0.0,0.5,0.25,1651.5462748937616
2030-01-18 02:00:00,0.0,0.475,0.25,1549.4226269457815
2030-01-18 03:00:00,0.0,0.457,0.25,1484.6113867731165
2030-01-18 04:00:00,0.0,0.445,0.25,1490.287616298553
2030-01-18 05:00:00,0.0,0.442,0.25,1593.4207291337757
2030-01-18 06:00:00,0.0,0.437,0.25,1868.7224252197814
